order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD093760,ID5668009833,2019-07-18,Bakers,"[('Universe Note', 2), ('Olivia x460', 2)]",9350,80.57,-37.810354,145.0100563,10,8495.57,Winter,True,1.3043,"awesome for gaming dislike- heavy, camera resolution",True
ORD160793,ID0302820090,2019-02-07,Bakers,"[('Thunder line', 1), ('Lucent 330S', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",6860,107.39999999999999,-37.8153813,144.99096459999996,5,6588.6,Summer,False,0.7072,great transaction great case great price. shipping could have been a little cheaper but i still saved money compared to in store shopping.,True
ORD335236,ID5712522540,2019-06-11,Thompson,"[('Universe Note', 2), ('Thunder line', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",15850,76.37,-37.8186913,144.9427556,5,15133.87,Winter,True,0.7698,"it came ontime in good condition i can't rate it yet, because having trouble connecting to wifi",True
ORD407634,ID1985336814,2019-04-24,Nickolson,"[('Thunder line', 2), ('pearTV', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",18635,67.12,-37.8054079,144.96718140000004,25,14043.37,Autumn,True,1.4827,two stars product was damage with faded out casing and scratches on the back.,False
ORD197995,ID0767729454,2019-06-17,Nickolson,"[('Candle Inferno', 1), ('iStream', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",7360,82.39,-37.8042546,144.9732459,5,7074.39,Winter,True,1.6291,hot spot works great! i just needed a much bigger display because ... hot spot works great ! i just needed a much bigger display because i'm going blind otherwise a great phone!!,True
ORD294830,ID0579407019,2019-01-30,Nickolson,"[('Olivia x460', 2), ('Thunder line', 1)]",4630,77.63,-37.819903,144.9600059,25,3550.13,Summer,True,0.8519,phone is not a good buy. phone was not working correctly. requested to return but was not aware that the return label was emailed. should have been mailed to the same address item was received at. unsatisfied.,False
ORD396662,ID4716795169,2019-08-15,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",10000,63.52,-37.8187917,144.9535351,0,10063.52,Winter,False,0.8873,five stars perfect!,True
ORD113715,ID0711333787,2019-05-25,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",15860,79.86,-37.8062604,144.9571842,15,13560.86,Autumn,True,1.1406,"five stars great product, value for money and turn around time.",True
ORD001043,ID0711358545,2019-01-27,Thompson,"[('Lucent 330S', 2), ('iStream', 1)]",2610,98.57,-37.8069216,144.9589694,0,2708.57,Summer,True,1.2269,not a huge fan of products that aren't pear but this one is good. haven't had any problems with them at all.,True
ORD475499,ID4583419070,2019-03-09,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('iAssist Line', 1)]",5115,80.12,-37.8179002,144.98968159999995,25,3916.37,Autumn,True,1.0062,olivia has best color t. mobile app. i can't delete it.,True
ORD271585,ID0368390004,2019-01-24,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 1), ('Universe Note', 2)]",9940,104.96,-37.8013061,144.972184,0,10044.96,Summer,True,1.9384,alcon x 64gb i came early in good condition with a charger no scratches,True
