location,date,total_cases,new_cases,total_deaths,new_deaths,gdp_per_capita,population
United States,2020-17-04,671331.0,31667.0,33284.0,2299.0,54225.445999999996,331002647.0
United States,2020-04-18,702164.0,30833.0,37054.0,3770.0,54225.445999999996,331002647.0
United States,2020-04-19,735086.0,32922.0,38910.0,1856.0,54225.445999999996,331002647.0
United States,2020-04-20,759687.0,24601.0,40682.0,1772.0,54225.445999999996,331002647.0
United Stats,2020-21-04,787752.0,28065.0,42539.0,1857.0,54225.445999999996,331002647.0
United States,2020-04-22,825041.0,37289.0,45063.0,2524.0,54225.445999999996,331002647.0
United States,2020-23-04,842629.0,17588.0,46784.0,1721.0,54225.445999999996,331002647.0
United States,2020-24-04,869172.0,26543.0,49963.0,3179.0,54225.445999999996,331002647.0
United States,2020-04-25,890524.0,21352.0,51017.0,1054.0,54225.445999999996,331002647.0
United Stats,2020-04-26,939053.0,48529.0,53189.0,2172.0,54225.445999999996,331002647.0
United States,2020-04-27,965910.0,26857.0,54876.0,1687.0,54225.445999999996,331002647.0
United States,2020-04-28,988451.0,22541.0,56245.0,1369.0,54225.445999999996,331002647.0
United States,2020-29-04,1012583.0,24132.0,58355.0,2110.0,54225.445999999996,331002647.0
United States,2020-04-30,1039909.0,27326.0,60966.0,2611.0,54225.445999999996,331002647.0
United States,2020-05-01,1069826.0,29917.0,,,54225.445999999996,331002647.0
United States,2020-05-02,1103781.0,33955.0,65068.0,2062.0,54225.445999999996,331002647.0
United Stats,2020-05-03,1133069.0,29288.0,66385.0,1317.0,54225.445999999996,331002647.0
United States,2020-05-04,1158041.0,24972.0,67682.0,1297.0,54225.445999999996,331002647.0
United States,2020-05-05,1180634.0,22593.0,68934.0,1252.0,54225.445999999996,331002647.0
United States,2020-05-06,1204475.0,23841.0,71078.0,2144.0,54225.445999999996,331002647.0
United States,2020-05-07,1228603.0,24128.0,73431.0,2353.0,54225.445999999996,331002647.0
United States,2020-05-08,1256972.0,28369.0,75670.0,2239.0,54225.445999999996,331002647.0
United States,2020-05-09,1283929.0,26957.0,77180.0,1510.0,54225.445999999996,331002647.0
United States,2020-05-10,1309541.0,25612.0,78794.0,1614.0,54225.445999999996,331002647.0
United States,2020-05-11,1329799.0,20258.0,79528.0,734.0,54225.445999999996,331002647.0
United States,2020-05-12,1347916.0,18117.0,80684.0,1156.0,54225.445999999996,331002647.0
United States,2020-05-13,1369964.0,22048.0,82387.0,1703.0,54225.445999999996,331002647.0
United States,2020-05-14,1390746.0,20782.0,84133.0,1746.0,54225.445999999996,331002647.0
United Stats,2020-05-15,1417889.0,27143.0,85906.0,1773.0,54225.445999999996,331002647.0
United States,2020-05-16,1443397.0,25508.0,87568.0,1662.0,54225.445999999996,331002647.0
United States,2020-05-17,1467884.0,24487.0,88754.0,1186.0,54225.445999999996,331002647.0
United States,2020-18-05,1486757.0,18873.0,89562.0,808.0,54225.445999999996,331002647.0
United States,2020-05-19,1508598.0,21841.0,90353.0,791.0,54225.445999999996,331002647.0
United States,2020-05-20,1528568.0,19970.0,91921.0,1568.0,54225.445999999996,331002647.0
United States,2020-05-21,1551853.0,23285.0,93439.0,1518.0,54225.445999999996,331002647.0
United States,2020-22-05,1577287.0,25434.0,94702.0,1263.0,54225.445999999996,331002647.0
United States,2020-23-05,1601434.0,24147.0,96007.0,1305.0,54225.445999999996,331002647.0
United States,2020-05-24,1622670.0,21236.0,97087.0,1080.0,54225.445999999996,331002647.0
United States,2020-05-25,1643238.0,20568.0,97720.0,633.0,54225.445999999996,331002647.0
United States,2020-05-26,1662302.0,19064.0,98220.0,500.0,54225.445999999996,331002647.0
United States,2020-05-27,1681212.0,18910.0,98916.0,696.0,54225.445999999996,331002647.0
United Stats,2020-05-28,1699933.0,18721.0,100442.0,1526.0,54225.445999999996,331002647.0
United States,2020-05-29,1721750.0,21817.0,101617.0,1175.0,54225.445999999996,331002647.0
United States,2020-05-30,1747087.0,25337.0,102836.0,1219.0,54225.445999999996,331002647.0
United States,2020-05-31,1770384.0,23297.0,103781.0,945.0,54225.445999999996,331002647.0
United States,2020-06-01,1790191.0,19807.0,104383.0,602.0,54225.445999999996,331002647.0
United States,2020-06-02,1811277.0,21086.0,105147.0,764.0,54225.445999999996,331002647.0
United States,2020-06-03,1831821.0,20544.0,106181.0,1034.0,54225.445999999996,331002647.0
United States,2020-06-04,1851520.0,19699.0,107175.0,994.0,54225.445999999996,331002647.0
United States,2020-06-05,1872660.0,21140.0,108211.0,1036.0,54225.445999999996,331002647.0
United States,2020-06-06,1897838.0,25178.0,109143.0,932.0,54225.445999999996,331002647.0
United States,2020-06-07,1920061.0,22223.0,109802.0,659.0,54225.445999999996,331002647.0
United States,2020-06-08,1942363.0,22302.0,110514.0,712.0,54225.445999999996,331002647.0
United States,2020-06-09,1961185.0,18822.0,111007.0,493.0,54225.445999999996,331002647.0
United States,2020-06-10,1979850.0,18665.0,112006.0,999.0,54225.445999999996,331002647.0
United States,2020-06-11,2000464.0,20614.0,112924.0,918.0,54225.445999999996,331002647.0
United States,2020-06-12,2023347.0,22883.0,113820.0,896.0,54225.445999999996,331002647.0
United States,2020-06-13,2048986.0,25639.0,114669.0,849.0,54225.445999999996,331002647.0
United States,2020-06-14,2074526.0,25540.0,115436.0,767.0,54225.445999999996,331002647.0
United States,2020-06-15,2094069.0,19543.0,115732.0,296.0,54225.445999999996,331002647.0
United States,2020-06-16,2114026.0,19957.0,116127.0,395.0,54225.445999999996,331002647.0
United States,2020-06-17,2137731.0,23705.0,116963.0,836.0,54225.445999999996,331002647.0
United States,2020-06-18,2163290.0,25559.0,117717.0,754.0,54225.445999999996,331002647.0
United States,2020-06-19,2191052.0,27762.0,118434.0,717.0,54225.445999999996,331002647.0
United States,2020-06-20,2220961.0,29909.0,119112.0,678.0,54225.445999999996,331002647.0
United States,2020-06-21,2255119.0,34158.0,119719.0,607.0,54225.445999999996,331002647.0
United States,2020-06-22,2280912.0,25793.0,119975.0,256.0,54225.445999999996,331002647.0
United States,2020-06-23,2312302.0,31390.0,120402.0,427.0,54225.445999999996,331002647.0
United States,2020-06-24,2347022.0,34720.0,121228.0,826.0,54225.445999999996,331002647.0
United States,2020-06-25,2381361.0,34339.0,121979.0,751.0,54225.445999999996,331002647.0
United States,2020-06-26,2422310.0,40949.0,124416.0,2437.0,54225.445999999996,331002647.0
United States,2020-06-27,2467837.0,45527.0,125039.0,623.0,54225.445999999996,331002647.0
United Stats,2020-28-06,2510323.0,42486.0,125539.0,500.0,54225.445999999996,331002647.0
United States,2020-06-29,2548996.0,38673.0,125804.0,265.0,54225.445999999996,331002647.0
United States,2020-06-30,2590552.0,41556.0,126140.0,336.0,54225.445999999996,331002647.0
United States,2020-07-01,2634432.0,43880.0,127410.0,1270.0,54225.445999999996,331002647.0
United States,2020-07-02,2686480.0,52048.0,128062.0,652.0,54225.445999999996,331002647.0
United States,2020-07-03,2739879.0,53399.0,128740.0,678.0,54225.445999999996,331002647.0
United States,2020-07-04,2794321.0,54442.0,129434.0,694.0,54225.445999999996,331002647.0
United States,2020-07-05,2839542.0,45221.0,129676.0,242.0,54225.445999999996,331002647.0
United States,2020-07-06,2888635.0,49093.0,129947.0,271.0,54225.445999999996,331002647.0
United States,2020-07-07,2938625.0,49990.0,130306.0,359.0,54225.445999999996,331002647.0
United States,2020-07-08,2996098.0,57473.0,131480.0,1174.0,54225.445999999996,331002647.0
United States,2020-07-09,3055004.0,58906.0,132309.0,829.0,54225.445999999996,331002647.0
United States,2020-07-10,3118008.0,63004.0,133291.0,982.0,54225.445999999996,331002647.0
United States,2020-07-11,3184633.0,66625.0,134097.0,806.0,54225.445999999996,331002647.0
United States,2020-07-12,3247684.0,63051.0,134814.0,717.0,54225.445999999996,331002647.0
United States,2020-13-07,3304942.0,57258.0,135205.0,391.0,54225.445999999996,331002647.0
United States,2020-14-07,3363056.0,58114.0,135605.0,400.0,54225.445999999996,331002647.0
